,Unnamed: 0.1,Unnamed: 0,Sukupuoli,Minkä ikäisenä opit neulomaan?,Kuka sinut opetti neulomaan?,Mitä seuraavista vaihtoehdoista neulot?,Missä neulot?,Neulotko yksin vai yhdessä?,Kuinka monta tuntia arviolta neulot viikossa?,Mitä neulominen sinulle merkitsee?,Paljonko käytät lankoihin keskimäärin rahaa kuukaudessa?,Minkä valmistajien lankoja ostat?,Valitse kolme tärkeintä ominaisuutta lankaa valitessa,Kenelle neulot?,Minkä vahvuisia lankoja käytät?,Mistä hankit neuleohjeesi?,Mitä seuraavista neulot mieluiten?,Mitä värejä käytät neuleissasi mieluiten?,Käytätkö ennemmin murrettuja vai kirkkaita sävyjä?,Mitä materiaaleja suosit neulelangoissa?,Mitä materiaaleja suosit neulepuikoissa?,Teetkö muita käsitöitä?,Teetkö neulonnan ohessa yleensä jotain seuraavista?,"Millaista ""neulesomea"" kulutat netissä?",xMinkä vahvuisia lankoja käytät?
10,10,10,Nainen,6,Äiti;Isoäiti,Sukkia/tossuja;Huiveja/ponchoja;Neulepaitoja;Neuletakkeja;Sisustustekstiilejä (kuten tyynyjä tai vilttejä),Kotona/vapaa-ajan asunnolla;Kahvilassa;Julkisessa liikenteessä;Puistossa;Autossa;Nuotiopaikoilla/laavulla/taukopaikalla;Odotustilassa (esim. terveyskeskus/virasto);Kirjastossa;Kyläyhdistyksen tiloissa,Yksin;Perheen seurassa;Ystävien kesken;Neulekerhossa tai -kahvilassa,20-29 tuntia,Rentoutumista;Itseilmaisua;Luovuutta;Tarpeeseen tekemistä,20 - 29 €,Adelia Fibres;Alize;DROPS;Holst Garn;Novita;Opal;Pirtin Kehräämö;Idän kehräämö,Materiaali;Vahvuus;Väri,Itselle;Perheelle;Sukulaisille,Lace (605–1000 m / 100 g);Light fingering (455–600 m / 100 g);Fingering (365–450 m / 100 g);Sport (275–360 m / 100 g);DK (220–270 m / 100 g);Worsted (205–240 m / 100 g),Kirjoista;Netistä;Omasta päästä,Kirjoneuletta;Pitsineuletta;Palmikkoneuletta;Toistuvaa pintakuviota,Sinistä;Vihreää;Punaista;Oranssia,"Murrettuja, luonnonläheisiä sävyjä",100% villa;Villasekoite;Merinovilla;Alpakka;Mohair,Metalli,Virkkaus;Ompelu;Metallityöt;Macrame;Langanvärjäys,Kuuntelen radiota/musiikkia;Katson televisiota;Seurustelen ihmisten kanssa;Keskityn vain neulomiseen,Facebook-sivut;Facebook-ryhmät;Pinterest,Lace (600–1000 m / 100 g);Light fingering (450–600 m / 100 g);Fingering (360–450 m / 100 g);Sport (270–360 m / 100 g);DK (220–270 m / 100 g);Worsted (200–240 m / 100 g)
11,11,11,Nainen,5,Isoäiti,Sukkia/tossuja;Säärystimiä;Lapasia/sormikkaita;Pipoja/päähineitä;Huiveja/ponchoja;Neulepaitoja;Neuletakkeja;Housuja;Hameita/mekkoja;Sisustustekstiilejä (kuten tyynyjä tai vilttejä),Kotona/vapaa-ajan asunnolla,Yksin;Perheen seurassa,10-19 tuntia,Rentoutumista;Luovuutta;Muistin ja toimintakyvyn ylläpitoa,20 - 29 €,Adelia Fibres;Novita;Pirtin Kehräämö,Konepestävyys;Kotimaisuusaste;Käsinvärjätty,Itselle;Perheelle;Sukulaisille;Ystäville,Sport (275–360 m / 100 g);DK (220–270 m / 100 g);Worsted (205–240 m / 100 g),Kirjoista;Lehdistä;Ystäviltä tai sukulaisilta,Kirjoneuletta;Raitoja;Palmikkoneuletta;Yksiväristä ilman pintakuvioita,"Mustaa, valkoista ja harmaata;Sinistä;Punaista;Pinkkiä;Lilaa/violettia;Beigeä, ruskeaa","Murrettuja, luonnonläheisiä sävyjä",100% villa;Villasekoite;Merinovilla;Alpakka;Bambu,Bambu;Alumiini,Virkkaus;Kirjonta/ristipistot;Kudonta;Ompelu;Askartelu;Langanvärjäys,Kuuntelen radiota/musiikkia;Kuuntelen äänikirjaa;Katson televisiota;Seurustelen ihmisten kanssa,Pinterest,Sport (270–360 m / 100 g);DK (220–270 m / 100 g);Worsted (200–240 m / 100 g)
12,12,12,Nainen,10,Opettaja (koulussa tai kurssilla),Sukkia/tossuja;Säärystimiä;Lapasia/sormikkaita;Pipoja/päähineitä;Huiveja/ponchoja;Neulepaitoja;Sisustustekstiilejä (kuten tyynyjä tai vilttejä),Kotona/vapaa-ajan asunnolla;Kahvilassa;Julkisessa liikenteessä;Neuletapahtumissa;Puistossa;Rannalla;Autossa;Odotustilassa (esim. terveyskeskus/virasto);Kampaajalla;Neulekurssilla;Kirjastossa;Käsityöyhdistyksen tiloissa,Yksin;Perheen seurassa;Ystävien kesken;Neulekerhossa tai -kahvilassa,20-29 tuntia,"Rentoutumista;Itseilmaisua;Luovuutta;Muistin ja toimintakyvyn ylläpitoa;Sosiaalista kanssakäymistä, yhdessä oloa;Tarpeeseen tekemistä;Hyväntekeväisyyttä, toisten auttamista",20 - 29 €,Adelia Fibres;Austermann;DROPS;Jalovilla;Katia;Lucky Omen Yarns;Novita;Opal;Regia;Rva Silmusolmu;Sandnes Garn;Vuonue;Lankapuoti Tiukula,Hinta;Materiaali;Väri,Itselle;Perheelle;Sukulaisille;Ystäville;Hyväntekeväisyyteen,Light fingering (455–600 m / 100 g);Fingering (365–450 m / 100 g);Sport (275–360 m / 100 g);DK (220–270 m / 100 g),Kirjoista;Lehdistä;Netistä;Ystäviltä tai sukulaisilta,Kirjoneuletta;Raitoja;Pitsineuletta;Toistuvaa pintakuviota;Yksiväristä ilman pintakuvioita,"Mustaa, valkoista ja harmaata;Vihreää;Keltaista;Pinkkiä;Lilaa/violettia;Beigeä, ruskeaa","Murrettuja, luonnonläheisiä sävyjä",100% villa;Merinovilla;Alpakka;Silkki;Pellava,Metalli;Bambu;Hiilikuitu;Stainless steel ( ChiaoGoo),Virkkaus,Kuuntelen radiota/musiikkia;Kuuntelen äänikirjaa;Katson televisiota;Seurustelen ihmisten kanssa,Neulepodcastit;Instagram;Ravelry;Neuleblogit;Youtube,Light fingering (450–600 m / 100 g);Fingering (360–450 m / 100 g);Sport (270–360 m / 100 g);DK (220–270 m / 100 g)
13,13,13,Nainen,10,Opettaja (koulussa tai kurssilla);Täti,Sukkia/tossuja;Säärystimiä;Lapasia/sormikkaita;Pipoja/päähineitä;Huiveja/ponchoja;Neulepaitoja;Neuletakkeja;Housuja;Hameita/mekkoja;Sisustustekstiilejä (kuten tyynyjä tai vilttejä),Kotona/vapaa-ajan asunnolla;Kahvilassa;Julkisessa liikenteessä;Neuletapahtumissa;Puistossa;Rannalla;Autossa;Nuotiopaikoilla/laavulla/taukopaikalla;Odotustilassa (esim. terveyskeskus/virasto);Neulekurssilla;Kirjastossa,Yksin;Perheen seurassa;Ystävien kesken;Neulekerhossa tai -kahvilassa,10-19 tuntia,"Rentoutumista;Sosiaalista kanssakäymistä, yhdessä oloa;Tarpeeseen tekemistä",50 - 59 €,Austermann;DROPS;Handu;Holst Garn;Istex;Louhittaren Luola;Novita;Nurja;Opal;Regia;Rva Silmusolmu;Sandnes Garn;Tukuwool,Kotimaisuusaste;Materiaali;Vastuullisuus,Itselle;Perheelle;Sukulaisille;Ystäville,Lace (605–1000 m / 100 g);Light fingering (455–600 m / 100 g);Fingering (365–450 m / 100 g);Sport (275–360 m / 100 g);DK (220–270 m / 100 g);Worsted (205–240 m / 100 g);Aran (165–200 m / 100 g);Chunky (80–160 m / 100 g),Kirjoista;Lehdistä;Netistä,Kirjoneuletta;Pitsineuletta;Toistuvaa pintakuviota;Yksiväristä ilman pintakuvioita,"Mustaa, valkoista ja harmaata;Sinistä;Vihreää;Keltaista;Punaista;Oranssia;Pinkkiä;Lilaa/violettia;Beigeä, ruskeaa","Murrettuja, luonnonläheisiä sävyjä",100% villa;Villasekoite;Puuvilla;Merinovilla;Mohair;Silkki;Bambu;Pellava;Viskoosi/lyocell,Metalli;Hiilikuitu;Knitpro symfonie puupuikot,Virkkaus;Kirjonta/ristipistot;Langanvärjäys;Huonekalujen entisöinti/verhoilu,Kuuntelen äänikirjaa;Katson televisiota;Seurustelen ihmisten kanssa;Kuuntelen/katselen YouTube neulekanavia,Neulepodcastit;Instagram;Facebook-sivut;Facebook-ryhmät;Pinterest;Ravelry;Youtube,Lace (600–1000 m / 100 g);Light fingering (450–600 m / 100 g);Fingering (360–450 m / 100 g);Sport (270–360 m / 100 g);DK (220–270 m / 100 g);Worsted (200–240 m / 100 g);Aran (160–200 m / 100 g);Chunky (80–160 m / 100 g)
14,14,14,Nainen,10,Opettaja (koulussa tai kurssilla),Sukkia/tossuja;Lapasia/sormikkaita;Huiveja/ponchoja;Neulepaitoja;Neuletakkeja,Kotona/vapaa-ajan asunnolla;Neuletapahtumissa;Puistossa;Rannalla;Autossa;Neulekurssilla,Yksin;Neulekerhossa tai -kahvilassa,6-9 tuntia,"Rentoutumista;Sosiaalista kanssakäymistä, yhdessä oloa",10 - 19 €,Istex;Katia;De rerum natura,Materiaali;Vahvuus;Väri,Itselle;Perheelle,Fingering (365–450 m / 100 g);Sport (275–360 m / 100 g);DK (220–270 m / 100 g);Worsted (205–240 m / 100 g),Kirjoista;Ravelry,Kirjoneuletta;Pitsineuletta,"Vihreää;Keltaista;Punaista;Oranssia;Beigeä, ruskeaa","Murrettuja, luonnonläheisiä sävyjä",100% villa;Merinovilla;Alpakka;Mohair,Koivu,En juurikaan,Kuuntelen radiota/musiikkia;Kuuntelen äänikirjaa;Katson televisiota,Instagram;Ravelry,Fingering (360–450 m / 100 g);Sport (270–360 m / 100 g);DK (220–270 m / 100 g);Worsted (200–240 m / 100 g)
15,15,15,Nainen,10,Äiti,Sukkia/tossuja;Pipoja/päähineitä;Neulepaitoja;Neuletakkeja,Kotona/vapaa-ajan asunnolla;Kahvilassa;Neuletapahtumissa;Puistossa;Odotustilassa (esim. terveyskeskus/virasto);Kirkossa;Kirjastossa,Yksin;Neulekerhossa tai -kahvilassa,2-5 tuntia,"Rentoutumista;Itseilmaisua;Luovuutta;Muistin ja toimintakyvyn ylläpitoa;Sosiaalista kanssakäymistä, yhdessä oloa;Hyväntekeväisyyttä, toisten auttamista",50 - 59 €,Novita,Hinta;Kotimaisuusaste;Materiaali,Itselle;Perheelle;Hyväntekeväisyyteen,Fingering (365–450 m / 100 g),Lehdistä,Pitsineuletta;Palmikkoneuletta;Yksiväristä ilman pintakuvioita,Sinistä;Punaista,"Murrettuja, luonnonläheisiä sävyjä",100% villa;Villasekoite;Merinovilla;Alpakka;Mohair;Silkki,Koivu;Metalli;Bambu,Keramiikka,Katson televisiota;Seurustelen ihmisten kanssa,En mitään yllä olevista,Fingering (360–450 m / 100 g)
16,16,16,Nainen,10,Opettaja (koulussa tai kurssilla),Sukkia/tossuja;Säärystimiä;Lapasia/sormikkaita;Pipoja/päähineitä;Huiveja/ponchoja;Neulepaitoja;Neuletakkeja;Housuja;Hameita/mekkoja;Sisustustekstiilejä (kuten tyynyjä tai vilttejä),Kotona/vapaa-ajan asunnolla;Julkisessa liikenteessä;Puistossa;Rannalla,Yksin,10-19 tuntia,Rentoutumista;Itseilmaisua;Luovuutta;Muistin ja toimintakyvyn ylläpitoa;Tarpeeseen tekemistä,10 - 19 €,Alize;DROPS;Lankava;Novita;Sandnes Garn;House,Hinta;Konepestävyys;Materiaali,Itselle;Perheelle,Sport (275–360 m / 100 g),Netistä;Omasta päästä,Kirjoneuletta;Pitsineuletta,"Mustaa, valkoista ja harmaata;Vihreää;Pinkkiä;Lilaa/violettia;Beigeä, ruskeaa","Murrettuja, luonnonläheisiä sävyjä",Villasekoite;Puuvilla,Metalli,Virkkaus;Ompelu;Askartelu,Kuuntelen radiota/musiikkia;Kuuntelen äänikirjaa;Katson televisiota,Facebook-ryhmät;Pinterest;Neuleblogit;Youtube,Sport (270–360 m / 100 g)
17,17,17,Nainen,5,Äiti,Sukkia/tossuja;Lapasia/sormikkaita;Pipoja/päähineitä;Huiveja/ponchoja;Neulepaitoja;Neuletakkeja;Sisustustekstiilejä (kuten tyynyjä tai vilttejä),Kotona/vapaa-ajan asunnolla;Autossa,Yksin;Perheen seurassa;Ystävien kesken,20-29 tuntia,"Rentoutumista;Itseilmaisua;Luovuutta;Muistin ja toimintakyvyn ylläpitoa;Sosiaalista kanssakäymistä, yhdessä oloa;Eettisiä/ekologisia vaatteita;Tarpeeseen tekemistä;Hyväntekeväisyyttä, toisten auttamista",70 - 79 €,"Austermann;DROPS;Istex;Katia;Lankava;Novita;Nurja;Opal;Pirtin Kehräämö;Regia;Sandnes Garn;Tukuwool;Rintalan tila, Kässäkerho pom pom",Materiaali;Vahvuus;Villan alkuperä,Itselle;Perheelle;Sukulaisille;Ystäville;Hyväntekeväisyyteen,Lace (605–1000 m / 100 g);Light fingering (455–600 m / 100 g);Fingering (365–450 m / 100 g);Sport (275–360 m / 100 g);DK (220–270 m / 100 g);Worsted (205–240 m / 100 g);Aran (165–200 m / 100 g),Kirjoista;Lehdistä;Netistä;Omasta päästä,Kirjoneuletta,"Mustaa, valkoista ja harmaata;Sinistä;Punaista;Pinkkiä;Lilaa/violettia",Kirkkaita ja neonvärejä,100% villa;Villasekoite;Merinovilla;Alpakka;Mohair;Silkki;Pellava,Koivu;Metalli;Bambu,Virkkaus;Kudonta;Ompelu;Pitsinnypläys;Macrame;Langanvärjäys,Kuuntelen äänikirjaa;Katson televisiota;Seurustelen ihmisten kanssa,Neulepodcastit;Instagram;Facebook-sivut;Facebook-ryhmät;Pinterest;Ravelry;Neuleblogit;Youtube;Neulontaan liittyvät sarjat esim Areenassa,Lace (600–1000 m / 100 g);Light fingering (450–600 m / 100 g);Fingering (360–450 m / 100 g);Sport (270–360 m / 100 g);DK (220–270 m / 100 g);Worsted (200–240 m / 100 g);Aran (160–200 m / 100 g)
18,18,18,Nainen,6,Äiti,Lapasia/sormikkaita;Pipoja/päähineitä;Huiveja/ponchoja;Neulepaitoja;Neuletakkeja,Kotona/vapaa-ajan asunnolla;Kahvilassa;Kirjastossa,Yksin;Perheen seurassa;Neulekerhossa tai -kahvilassa,6-9 tuntia,"Rentoutumista;Luovuutta;Sosiaalista kanssakäymistä, yhdessä oloa",Alle 10 €,Alize;DROPS;Lankava;Novita,Hinta;Materiaali;Vahvuus,Itselle;Perheelle;Sukulaisille,Sport (275–360 m / 100 g);DK (220–270 m / 100 g),Netistä;Omasta päästä,Kirjoneuletta;Raitoja;Yksiväristä ilman pintakuvioita,"Mustaa, valkoista ja harmaata;Sinistä;Vihreää;Keltaista;Lilaa/violettia;Beigeä, ruskeaa","Murrettuja, luonnonläheisiä sävyjä",Villasekoite;Alpakka,Alumiini,Virkkaus;Askartelu,Kuuntelen radiota/musiikkia;Katson televisiota;Seurustelen ihmisten kanssa,Facebook-ryhmät;Pinterest,Sport (270–360 m / 100 g);DK (220–270 m / 100 g)
19,19,19,Nainen,8,Äiti;Isoisä,Sukkia/tossuja;Säärystimiä;Lapasia/sormikkaita;Pipoja/päähineitä;Huiveja/ponchoja;Sisustustekstiilejä (kuten tyynyjä tai vilttejä),Kotona/vapaa-ajan asunnolla;Julkisessa liikenteessä;Autossa;Odotustilassa (esim. terveyskeskus/virasto);Koulussa ja palavereissa,Yksin,6-9 tuntia,Rentoutumista;Luovuutta;Muistin ja toimintakyvyn ylläpitoa,10 - 19 €,Alize;Novita;Kivijalka,Hinta;Konepestävyys;Vahvuus,Perheelle;Sukulaisille;Ystäville,Fingering (365–450 m / 100 g),Kirjoista;Lehdistä;Netistä;Ystäviltä tai sukulaisilta,Kirjoneuletta;Raitoja;Pitsineuletta;Palmikkoneuletta;Yksiväristä ilman pintakuvioita,"Mustaa, valkoista ja harmaata","Murrettuja, luonnonläheisiä sävyjä",Villasekoite;Merinovilla,Ruusupuu cubics,Virkkaus;Ompelu;Macrame;Askartelu;Tuftaus;Langanvärjäys,Kuuntelen radiota/musiikkia;Kuuntelen äänikirjaa;Katson televisiota;Kuuntelen opwtusta tai palaveria,Instagram;Facebook-ryhmät;Neuleblogit,Fingering (360–450 m / 100 g)
20,20,20,Nainen,6,Äiti;Isoäiti,Sukkia/tossuja;Säärystimiä;Lapasia/sormikkaita;Neulepaitoja,Kotona/vapaa-ajan asunnolla;Autossa,Yksin;Perheen seurassa,6-9 tuntia,Rentoutumista;Luovuutta;Tarpeeseen tekemistä,20 - 29 €,Istex;Novita,Hinta;Materiaali;Väri,Itselle;Perheelle;Myyntiin,Aran (165–200 m / 100 g);Chunky (80–160 m / 100 g),Kirjoista;Netistä;Omasta päästä,Kirjoneuletta;Raitoja;Yksiväristä ilman pintakuvioita,"Mustaa, valkoista ja harmaata;Sinistä;Punaista;Lilaa/violettia","Murrettuja, luonnonläheisiä sävyjä",100% villa;Villasekoite,Koivu;Metalli;Alumiini,Kirjonta/ristipistot,Katson televisiota,En mitään yllä olevista,Aran (160–200 m / 100 g);Chunky (80–160 m / 100 g)
21,21,21,Nainen,6,Äiti,Sukkia/tossuja;Lapasia/sormikkaita;Pipoja/päähineitä;Neulepaitoja,Kotona/vapaa-ajan asunnolla;Autossa,Perheen seurassa,10-19 tuntia,Rentoutumista;Muistin ja toimintakyvyn ylläpitoa;Tarpeeseen tekemistä,20 - 29 €,Novita,Hinta;Konepestävyys;Vahvuus,Itselle;Perheelle;Sukulaisille,Worsted (205–240 m / 100 g);Aran (165–200 m / 100 g),Lehdistä;Netistä;Omasta päästä,Kirjoneuletta,"Sinistä;Vihreää;Punaista;Beigeä, ruskeaa","Murrettuja, luonnonläheisiä sävyjä",Villasekoite,Koivu;Metalli,Ompelu,Kuuntelen radiota/musiikkia;Katson televisiota,Facebook-sivut;Facebook-ryhmät,Worsted (200–240 m / 100 g);Aran (160–200 m / 100 g)
22,22,22,Nainen,9,Opettaja (koulussa tai kurssilla);Äiti,Sukkia/tossuja;Säärystimiä;Lapasia/sormikkaita;Pipoja/päähineitä;Neulepaitoja,Kotona/vapaa-ajan asunnolla;Julkisessa liikenteessä;Neuletapahtumissa;Autossa,Yksin;Perheen seurassa;Ystävien kesken;Neulekerhossa tai -kahvilassa,2-5 tuntia,Rentoutumista;Itseilmaisua;Luovuutta,Alle 10 €,Novita,Hinta;Konepestävyys;Vastuullisuus,Itselle;Perheelle;Hyväntekeväisyyteen,Light fingering (455–600 m / 100 g);Fingering (365–450 m / 100 g);Sport (275–360 m / 100 g);DK (220–270 m / 100 g);Worsted (205–240 m / 100 g);Aran (165–200 m / 100 g),Netistä,Kirjoneuletta;Toistuvaa pintakuviota,"Mustaa, valkoista ja harmaata;Keltaista;Pinkkiä","Murrettuja, luonnonläheisiä sävyjä",Villasekoite,Metalli,Virkkaus;Kirjonta/ristipistot;Ompelu;Macrame,Kuuntelen radiota/musiikkia;Kuuntelen äänikirjaa;Katson televisiota;Seurustelen ihmisten kanssa,Instagram;Ravelry,Light fingering (450–600 m / 100 g);Fingering (360–450 m / 100 g);Sport (270–360 m / 100 g);DK (220–270 m / 100 g);Worsted (200–240 m / 100 g);Aran (160–200 m / 100 g)
23,23,23,Nainen,5,Äiti,Sukkia/tossuja;Säärystimiä;Pipoja/päähineitä;Huiveja/ponchoja;Neulepaitoja;Neuletakkeja;Sisustustekstiilejä (kuten tyynyjä tai vilttejä),Kotona/vapaa-ajan asunnolla;Kahvilassa;Julkisessa liikenteessä;Neuletapahtumissa;Autossa;Odotustilassa (esim. terveyskeskus/virasto);Kirjastossa;Neuleretriitti,Yksin;Perheen seurassa;Ystävien kesken;Neulekerhossa tai -kahvilassa,30-39 tuntia,"Rentoutumista;Itseilmaisua;Luovuutta;Muistin ja toimintakyvyn ylläpitoa;Sosiaalista kanssakäymistä, yhdessä oloa;Eettisiä/ekologisia vaatteita;Hyväntekeväisyyttä, toisten auttamista",20 - 29 €,"Adelia Fibres;Austermann;Katia;Novita;Opal;Pirtin Kehräämö;Regia;Sandnes Garn;Lana Gatto, Säie wool, Filcolana, Hjertte Garn,Eldur yarns, ",Materiaali;Vastuullisuus;Väri,Itselle;Perheelle;Sukulaisille;Ystäville;Hyväntekeväisyyteen,Lace (605–1000 m / 100 g);Fingering (365–450 m / 100 g);Sport (275–360 m / 100 g);DK (220–270 m / 100 g);Worsted (205–240 m / 100 g),Kirjoista;Lehdistä;Netistä;Ystäviltä tai sukulaisilta;Omasta päästä;Neuleryhmästä,"Vaikea vastata. Neulon sitä mieluiten, mikä kulloinkin on meneillään. Siis kaikenlaista!","Sinistä;Vihreää;Keltaista;Punaista;Oranssia;Pinkkiä;Lilaa/violettia;Beigeä, ruskeaa",Kirkkaita ja neonvärejä,100% villa;Villasekoite;Merinovilla;Alpakka;Mohair;Silkki,Koivu;Metalli;Bambu,Virkkaus;Kudonta;Huovutus,Kuuntelen radiota/musiikkia;Katson televisiota;Seurustelen ihmisten kanssa;Keskityn vain neulomiseen,Pinterest;Neuleblogit;Youtube,Lace (600–1000 m / 100 g);Fingering (360–450 m / 100 g);Sport (270–360 m / 100 g);DK (220–270 m / 100 g);Worsted (200–240 m / 100 g)
24,24,24,Nainen,44,Ystävä,Lapasia/sormikkaita;Pipoja/päähineitä;Huiveja/ponchoja;Neulepaitoja;Neuletakkeja;Hameita/mekkoja;Sisustustekstiilejä (kuten tyynyjä tai vilttejä),Kotona/vapaa-ajan asunnolla;Kahvilassa;Neuletapahtumissa;Puistossa;Rannalla;Autossa;Neulekurssilla;Kirjastossa,Yksin;Perheen seurassa;Ystävien kesken;Neulekerhossa tai -kahvilassa,20-29 tuntia,"Rentoutumista;Itseilmaisua;Luovuutta;Muistin ja toimintakyvyn ylläpitoa;Sosiaalista kanssakäymistä, yhdessä oloa",20 - 29 €,Adelia Fibres;Alize;DROPS;Freija yarn;Handu;Holst Garn;Jalovilla;Katia;Lankava;Louhittaren Luola;Lucky Omen Yarns;Novita;Rva Silmusolmu;SagaWool;Wool me once,Materiaali;Villan alkuperä;Väri,Itselle;Perheelle;Ystäville,Light fingering (455–600 m / 100 g);Fingering (365–450 m / 100 g),Kirjoista;Lehdistä;Netistä;Ystäviltä tai sukulaisilta;Omasta päästä,Kirjoneuletta;Pitsineuletta;Toistuvaa pintakuviota;Vaihtuvia pintoja (esim.kirjoneule ja pitsi samassa työssä) ja erilaisia muotoja,"Mustaa, valkoista ja harmaata;Vihreää;Keltaista;Pinkkiä;Lilaa/violettia;Beigeä, ruskeaa",Kirkkaita ja neonvärejä,Villasekoite;Puuvilla;Merinovilla,Metalli,Virkkaus;Kirjonta/ristipistot;Askartelu;Langanvärjäys,Kuuntelen äänikirjaa;Katson televisiota;Seurustelen ihmisten kanssa,Neulepodcastit;Instagram;Facebook-sivut;Facebook-ryhmät;Pinterest;Ravelry;Youtube;WhatsApp;Discord,Light fingering (450–600 m / 100 g);Fingering (360–450 m / 100 g)
25,25,25,Nainen,7,Opettaja (koulussa tai kurssilla);Äiti,Sukkia/tossuja;Säärystimiä;Lapasia/sormikkaita;Pipoja/päähineitä;Huiveja/ponchoja;Neulepaitoja;Neuletakkeja;Sisustustekstiilejä (kuten tyynyjä tai vilttejä),Kotona/vapaa-ajan asunnolla;Kahvilassa;Julkisessa liikenteessä;Neuletapahtumissa;Odotustilassa (esim. terveyskeskus/virasto);Neulekurssilla;Kirjastossa;Käsityöyhdistyksen tiloissa;Kyläyhdistyksen tiloissa,Yksin;Perheen seurassa;Ystävien kesken;Neulekerhossa tai -kahvilassa,20-29 tuntia,"Rentoutumista;Itseilmaisua;Luovuutta;Muistin ja toimintakyvyn ylläpitoa;Sosiaalista kanssakäymistä, yhdessä oloa;Eettisiä/ekologisia vaatteita;Tarpeeseen tekemistä;Hyväntekeväisyyttä, toisten auttamista",40 - 49 €,DROPS;Katia;Lankava;Novita;Pirtin Kehräämö,Kotimaisuusaste;Materiaali;Vastuullisuus,Itselle;Perheelle;Sukulaisille;Ystäville,Fingering (365–450 m / 100 g);DK (220–270 m / 100 g);Aran (165–200 m / 100 g),Kirjoista;Lehdistä;Netistä;Ystäviltä tai sukulaisilta;Omasta päästä,Kirjoneuletta;Toistuvaa pintakuviota;Yksiväristä ilman pintakuvioita,"Mustaa, valkoista ja harmaata;Punaista;Oranssia;Lilaa/violettia",Kirkkaita ja neonvärejä,100% villa;Villasekoite;Puuvilla;Merinovilla;Silkki;Pellava,Koivu;Metalli;Bambu,Virkkaus;Kirjonta/ristipistot;Kudonta;Ompelu;Huovutus;Langanvärjäys,Kuuntelen radiota/musiikkia;Katson televisiota;Seurustelen ihmisten kanssa,Pinterest;Ravelry;Neuleblogit;Youtube;Neulontaan liittyvät sarjat esim Areenassa,Fingering (360–450 m / 100 g);DK (220–270 m / 100 g);Aran (160–200 m / 100 g)
26,26,26,Nainen,8,Äiti,Sukkia/tossuja;Lapasia/sormikkaita;Pipoja/päähineitä;Neulepaitoja,Kotona/vapaa-ajan asunnolla;Autossa;Veneillessä,Yksin,10-19 tuntia,Rentoutumista;Itseilmaisua,20 - 29 €,DROPS;Istex;Lankava;Novita;Adlibris socki,Hinta;Konepestävyys;Vahvuus,Itselle;Perheelle;Sukulaisille;Hyväntekeväisyyteen,Worsted (205–240 m / 100 g);Aran (165–200 m / 100 g),Kirjoista;Lehdistä;Netistä;Omasta päästä,Raitoja,"Mustaa, valkoista ja harmaata","Murrettuja, luonnonläheisiä sävyjä",100% villa;Villasekoite;Merinovilla,Ruusupuu ,En juurikaan,Katson televisiota,Instagram;Facebook-ryhmät;Pinterest;Ravelry,Worsted (200–240 m / 100 g);Aran (160–200 m / 100 g)
27,27,27,Nainen,8,Opettaja (koulussa tai kurssilla),Sukkia/tossuja;Säärystimiä;Lapasia/sormikkaita;Huiveja/ponchoja;Neulepaitoja;Neuletakkeja;Hameita/mekkoja;Sisustustekstiilejä (kuten tyynyjä tai vilttejä),Kotona/vapaa-ajan asunnolla;Kahvilassa;Julkisessa liikenteessä;Autossa;Odotustilassa (esim. terveyskeskus/virasto),Yksin;Perheen seurassa,10-19 tuntia,Rentoutumista;Itseilmaisua;Luovuutta,50 - 59 €,Alize;Austermann;DROPS;Novita;Opal;Regia;Sandnes Garn,Materiaali;Vahvuus;Väri,Itselle;Perheelle;Ystäville;Myyntiin,Fingering (365–450 m / 100 g);Sport (275–360 m / 100 g);DK (220–270 m / 100 g);Worsted (205–240 m / 100 g);Aran (165–200 m / 100 g);Chunky (80–160 m / 100 g),Omasta päästä,Kirjoneuletta;Raitoja,"Mustaa, valkoista ja harmaata;Vihreää;Punaista;Pinkkiä;Lilaa/violettia",Kirkkaita ja neonvärejä,Villasekoite;Puuvilla;Bambu,Metalli;Hiilikuitu,Virkkaus;Ompelu;Keramiikka;Askartelu;Tuftaus;Langanvärjäys;mosaiikki,Kuuntelen radiota/musiikkia;Kuuntelen äänikirjaa;Katson televisiota,Instagram;Facebook-ryhmät;Pinterest;Ravelry;Neuleblogit;Youtube,Fingering (360–450 m / 100 g);Sport (270–360 m / 100 g);DK (220–270 m / 100 g);Worsted (200–240 m / 100 g);Aran (160–200 m / 100 g);Chunky (80–160 m / 100 g)
